metric,winner,loser,delta
rmsd,4.424412101862537,13.415294872951527,-8.990882771088991
rmsd,4.424412101862537,10.687213461425763,-6.262801359563226
rmsd,1.9800232951592547,7.969800365831656,-5.989777070672401
rmsd,1.9800232951592547,2.976708719404908,-0.9966854242456533
rmsd,1.9800232951592547,6.183082162659846,-4.203058867500592
rmsd,1.9800232951592547,3.3117393499016177,-1.331716054742363
rmsd,1.9800232951592547,5.207483789273672,-3.2274604941144176
rmsd,1.9800232951592547,3.428413710264281,-1.4483904151050264
rmsd,1.9800232951592547,3.538105452836222,-1.5580821576769674
rmsd,2.976708719404908,6.183082162659846,-3.2063734432549382
rmsd,2.8305814535212996,6.183082162659846,-3.3525007091385466
rmsd,3.3117393499016177,6.183082162659846,-2.8713428127582286
rmsd,3.8425613116457713,6.183082162659846,-2.340520851014075
rmsd,3.538105452836222,6.183082162659846,-2.644976709823624
rmsd,3.0032079355359653,12.088491823758151,-9.085283888222186
rmsd,3.0032079355359653,5.519151519428145,-2.5159435838921795
rmsd,3.73230521730783,12.088491823758151,-8.35618660645032
rmsd,3.73230521730783,4.981934543436547,-1.249629326128717
rmsd,3.73230521730783,5.519151519428145,-1.7868463021203147
rmsd,3.928759223368096,5.519151519428145,-1.590392296060049
rmsd,3.7144181990863796,12.088491823758151,-8.374073624671771
rmsd,3.7144181990863796,5.519151519428145,-1.8047333203417653
rmsd,2.9004918309008207,5.519151519428145,-2.618659688527324
rmsd,1.7802542546475313,2.874708074562439,-1.0944538199149076
rmsd,1.7278889413494913,2.874708074562439,-1.1468191332129476
rmsd,1.5119209524723431,2.874708074562439,-1.3627871220900958
rmsd,1.595841055800843,2.874708074562439,-1.278867018761596
rmsd,1.576324672304229,2.874708074562439,-1.29838340225821
rmsd,3.897029924836732,13.487208223131258,-9.590178298294527
rmsd,3.897029924836732,6.900371196466273,-3.0033412716295413
rmsd,4.51144735878143,13.487208223131258,-8.975760864349828
rmsd,4.51144735878143,6.900371196466273,-2.3889238376848434
rmsd,3.96062039407815,13.487208223131258,-9.526587829053108
rmsd,3.96062039407815,6.900371196466273,-2.939750802388123
rmsd,4.381124786049341,13.487208223131258,-9.106083437081917
rmsd,4.161803957912608,13.487208223131258,-9.325404265218651
rmsd,4.161803957912608,6.900371196466273,-2.7385672385536655
rmsd,1.8468171428389482,5.316448763986409,-3.4696316211474603
rmsd,1.8468171428389482,3.2465805455759558,-1.3997634027370076
rmsd,4.725155849108475,16.66447759819238,-11.939321749083906
rmsd,4.725155849108475,11.219716665102428,-6.494560815993953
rmsd,4.725155849108475,8.165465660911078,-3.440309811802603
rmsd,4.725155849108475,10.70367114087872,-5.978515291770245
rmsd,4.725155849108475,5.899117334265356,-1.1739614851568811
rmsd,5.899117334265356,8.165465660911078,-2.266348326645722
rmsd,5.899117334265356,10.70367114087872,-4.804553806613364
rmsd,3.7194921240916994,20.45956150332825,-16.74006937923655
rmsd,3.4082980305797563,6.540178801159806,-3.1318807705800498
rmsd,3.4082980305797563,20.45956150332825,-17.05126347274849
rmsd,3.4082980305797563,5.477959079579455,-2.069661048999699
rmsd,1.7699897953965522,4.846873259268993,-3.0768834638724414
rmsd,1.7699897953965522,3.2581748435846842,-1.488185048188132
rmsd,2.7064646128772534,4.846873259268993,-2.14040864639174
rmsd,1.763582258831957,4.846873259268993,-3.083291000437036
rmsd,1.763582258831957,12.854371860227056,-11.0907896013951
rmsd,1.763582258831957,3.2581748435846842,-1.4945925847527273
rmsd,2.447504060664308,4.846873259268993,-2.3993691986046852
rmsd,2.645813297223804,4.846873259268993,-2.201059962045189
rmsd,3.2581748435846842,4.846873259268993,-1.5886984156843091
rmsd,2.0143009558470117,4.846873259268993,-2.8325723034219816
rmsd,2.0143009558470117,3.2581748435846842,-1.2438738877376725
rmsd,2.7089596226701267,16.30850073058732,-13.599541107917192
rmsd,2.5998692878731444,16.30850073058732,-13.708631442714175
rmsd,2.7504504623552926,16.30850073058732,-13.558050268232027
rmsd,2.237578647593076,16.30850073058732,-14.070922082994244
rmsd,2.730753057723329,16.30850073058732,-13.577747672863989
rmsd,4.042601148436657,13.31338095090356,-9.270779802466905
rmsd,4.042601148436657,12.414260507866588,-8.37165935942993
rmsd,4.042601148436657,10.998086288246098,-6.955485139809441
rmsd,4.042601148436657,5.439499933118724,-1.396898784682067
rmsd,4.042601148436657,5.831287938744608,-1.7886867903079509
rmsd,4.042601148436657,5.115685375591749,-1.0730842271550918
rmsd,4.042601148436657,7.530660836552428,-3.4880596881157713
rmsd,4.042601148436657,11.472289431494834,-7.429688283058177
rmsd,2.246335286569242,16.184521393561095,-13.938186106991854
rmsd,2.246335286569242,11.624386372428637,-9.378051085859395
rmsd,2.246335286569242,13.276698279850503,-11.030362993281262
rmsd,2.246335286569242,13.476365519417696,-11.230030232848454
rmsd,2.246335286569242,8.7068589607872,-6.460523674217958
rmsd,2.246335286569242,9.769657405781889,-7.523322119212647
rmsd,3.300954748959117,16.184521393561095,-12.883566644601977
rmsd,3.300954748959117,11.624386372428637,-8.32343162346952
rmsd,3.300954748959117,13.276698279850503,-9.975743530891386
rmsd,3.300954748959117,13.476365519417696,-10.17541077045858
rmsd,3.300954748959117,8.7068589607872,-5.405904211828083
rmsd,3.300954748959117,9.769657405781889,-6.468702656822772
rmsd,1.7318177610616452,3.300954748959117,-1.5691369878974717
rmsd,1.7318177610616452,16.184521393561095,-14.45270363249945
rmsd,1.7318177610616452,11.624386372428637,-9.892568611366992
rmsd,1.7318177610616452,13.276698279850503,-11.544880518788858
rmsd,1.7318177610616452,13.476365519417696,-11.74454775835605
rmsd,1.7318177610616452,8.7068589607872,-6.975041199725554
rmsd,1.7318177610616452,9.769657405781889,-8.037839644720243
rmsd,3.6865325670000817,7.325399104691111,-3.638866537691029
rmsd,3.6865325670000817,4.731277676786014,-1.0447451097859326
rmsd,3.6865325670000817,7.751614278163244,-4.065081711163163
rmsd,4.629639208539074,7.751614278163244,-3.1219750696241704
rmsd,5.1226677991294025,7.325399104691111,-2.2027313055617084
rmsd,5.1226677991294025,7.751614278163244,-2.628946479033842
rmsd,4.731277676786014,7.325399104691111,-2.5941214279050966
rmsd,4.731277676786014,7.751614278163244,-3.02033660137723
rmsd,3.8150064474071224,7.325399104691111,-3.5103926572839885
rmsd,3.8150064474071224,7.751614278163244,-3.936607830756122
rmsd,4.3065549749310845,7.325399104691111,-3.0188441297600264
rmsd,4.3065549749310845,7.751614278163244,-3.44505930323216
rmsd,3.9937202337667403,7.325399104691111,-3.3316788709243705
rmsd,3.9937202337667403,7.751614278163244,-3.757894044396504
rmsd,1.8297613580024794,8.236793519408117,-6.407032161405637
rmsd,1.8297613580024794,5.090755771529786,-3.260994413527307
rmsd,2.5807610245509736,8.236793519408117,-5.656032494857143
rmsd,2.5807610245509736,5.090755771529786,-2.509994746978813
rmsd,1.781317816381233,8.236793519408117,-6.455475703026884
rmsd,1.781317816381233,5.090755771529786,-3.309437955148553
rmsd,2.291713666251752,8.236793519408117,-5.945079853156365
rmsd,2.291713666251752,5.090755771529786,-2.7990421052780343
rmsd,2.1745233936071444,8.236793519408117,-6.062270125800973
rmsd,1.877882154086322,8.236793519408117,-6.358911365321795
rmsd,1.877882154086322,5.090755771529786,-3.2128736174434644
rmsd,1.7555806255290773,8.236793519408117,-6.481212893879039
rmsd,1.7555806255290773,5.090755771529786,-3.335175146000709
rmsd,1.7587826567141387,8.236793519408117,-6.478010862693978
rmsd,1.7587826567141387,5.090755771529786,-3.3319731148156477
rmsd,4.079390019995483,12.137329484070213,-8.05793946407473
rmsd,4.079390019995483,14.951017668142644,-10.871627648147161
rmsd,4.079390019995483,8.060488158062816,-3.981098138067333
rmsd,3.146971802819648,12.137329484070213,-8.990357681250565
rmsd,3.146971802819648,14.951017668142644,-11.804045865322996
rmsd,3.146971802819648,8.060488158062816,-4.913516355243168
rmsd,2.636019354411757,4.079390019995483,-1.4433706655837257
rmsd,2.636019354411757,12.137329484070213,-9.501310129658457
rmsd,2.636019354411757,14.951017668142644,-12.314998313730886
rmsd,2.636019354411757,8.060488158062816,-5.424468803651059
rmsd,3.2217659368389264,14.951017668142644,-11.729251731303718
rmsd,2.5788332309636535,12.137329484070213,-9.55849625310656
rmsd,2.5788332309636535,14.951017668142644,-12.37218443717899
rmsd,3.528161432998206,14.951017668142644,-11.422856235144437
rmsd,2.9052062043379205,7.24582465824318,-4.340618453905259
rmsd,2.9052062043379205,18.676583460886278,-15.771377256548357
rmsd,2.9052062043379205,19.579974701105318,-16.6747684967674
rmsd,2.9052062043379205,10.57102069895662,-7.665814494618699
rmsd,2.9052062043379205,7.734867454162091,-4.829661249824171
rmsd,2.9052062043379205,6.3458072554536065,-3.440601051115686
rmsd,3.7188205299700425,7.24582465824318,-3.5270041282731373
rmsd,3.7188205299700425,18.676583460886278,-14.957762930916235
rmsd,3.7188205299700425,19.579974701105318,-15.861154171135276
rmsd,3.7188205299700425,10.57102069895662,-6.8522001689865775
rmsd,3.7188205299700425,7.734867454162091,-4.0160469241920485
rmsd,3.7188205299700425,6.3458072554536065,-2.626986725483564
rmsd,2.911285917488134,19.579974701105318,-16.668688783617185
rmsd,2.911285917488134,7.734867454162091,-4.823581536673958
rmsd,2.911285917488134,6.3458072554536065,-3.4345213379654727
rmsd,3.3075391662994695,6.627747276246052,-3.3202081099465826
rmsd,3.3075391662994695,14.065161820161642,-10.757622653862171
rmsd,3.6352178441062715,6.627747276246052,-2.9925294321397806
rmsd,3.6352178441062715,14.065161820161642,-10.42994397605537
rmsd,3.300035782341116,6.627747276246052,-3.327711493904936
rmsd,3.300035782341116,14.065161820161642,-10.765126037820526
rmsd,3.452063509413927,6.627747276246052,-3.175683766832125
rmsd,3.452063509413927,14.065161820161642,-10.613098310747715
rmsd,3.203767043891463,6.627747276246052,-3.423980232354589
rmsd,3.203767043891463,14.065161820161642,-10.861394776270178
rmsd,3.0614943518786046,6.627747276246052,-3.5662529243674475
rmsd,3.0614943518786046,14.065161820161642,-11.003667468283037
rmsd,4.1060855223471755,6.627747276246052,-2.5216617538988766
rmsd,4.1060855223471755,14.065161820161642,-9.959076297814466
rmsd,3.5446820047055105,6.627747276246052,-3.0830652715405416
rmsd,3.5446820047055105,14.065161820161642,-10.520479815456131
rmsd,5.459074611893654,8.456272000772287,-2.997197388878633
rmsd,7.21054136750765,8.456272000772287,-1.2457306332646372
rmsd,4.9656971969736095,6.312001768253972,-1.3463045712803625
rmsd,4.9656971969736095,7.21054136750765,-2.2448441705340407
rmsd,4.9656971969736095,6.209787562350915,-1.2440903653773052
rmsd,4.9656971969736095,8.456272000772287,-3.490574803798678
rmsd,6.209787562350915,8.456272000772287,-2.2464844384213727
rmsd,3.874767719155145,5.459074611893654,-1.584306892738509
rmsd,3.874767719155145,8.456272000772287,-4.581504281617143
rmsd,3.9635362123284197,6.312001768253972,-2.3484655559255523
rmsd,3.9635362123284197,8.456272000772287,-4.492735788443868
rmsd,3.5070065917056303,6.312001768253972,-2.8049951765483416
rmsd,3.5070065917056303,5.459074611893654,-1.9520680201880238
rmsd,3.5070065917056303,8.456272000772287,-4.949265409066657
rmsd,2.4866832086133552,4.791729284252219,-2.305046075638864
rmsd,2.4866832086133552,3.8662805336220787,-1.3795973250087235
rmsd,3.1097420532257747,4.791729284252219,-1.6819872310264445
rmsd,2.9241268625206374,4.791729284252219,-1.8676024217315819
rmsd,2.9241268625206374,6.217549964709739,-3.2934231021891014
rmsd,2.65348237713174,4.791729284252219,-2.1382469071204793
rmsd,2.65348237713174,3.8662805336220787,-1.2127981564903387
rmsd,2.4156596874833824,5.542691860848314,-3.1270321733649316
rmsd,2.4156596874833824,10.770786119208786,-8.355126431725404
rmsd,2.4156596874833824,6.283923082093435,-3.8682633946100524
rmsd,2.4156596874833824,10.263071688875957,-7.847412001392575
rmsd,5.542691860848314,10.263071688875957,-4.720379828027643
rmsd,1.762616207648557,6.283923082093435,-4.521306874444878
rmsd,2.0982935312018745,5.542691860848314,-3.4443983296464395
rmsd,2.0982935312018745,10.770786119208786,-8.67249258800691
rmsd,2.0982935312018745,6.283923082093435,-4.18562955089156
rmsd,2.0982935312018745,10.263071688875957,-8.164778157674082
rmsd,2.063934880695226,6.283923082093435,-4.219988201398209
rmsd,2.063934880695226,10.263071688875957,-8.199136808180732
rmsd,2.659582941138765,5.542691860848314,-2.883108919709549
rmsd,2.659582941138765,10.770786119208786,-8.11120317807002
rmsd,2.659582941138765,6.283923082093435,-3.62434014095467
rmsd,2.659582941138765,10.263071688875957,-7.603488747737192
rmsd,4.459886480831589,10.770786119208786,-6.310899638377197
rmsd,3.3773952869805792,8.122091031947514,-4.7446957449669345
rmsd,3.3773952869805792,5.987805648045908,-2.610410361065329
rmsd,2.5922217040286344,5.039909878511165,-2.4476881744825305
rmsd,2.5922217040286344,3.9036490488641493,-1.311427344835515
rmsd,3.4963325812257335,5.039909878511165,-1.5435772972854314
rmsd,4.475930613918648,17.01652380109858,-12.54059318717993
rmsd,4.412127286666958,17.01652380109858,-12.60439651443162
rmsd,5.116361184442103,17.01652380109858,-11.900162616656477
rmsd,4.347087708542464,17.01652380109858,-12.669436092556115
rmsd,4.161567215631904,17.01652380109858,-12.854956585466674
rmsd,3.756158606787287,5.049253060205582,-1.2930944534182949
rmsd,3.756158606787287,17.01652380109858,-13.26036519431129
rmsd,1.7825277732955653,8.813268214209387,-7.030740440913822
rmsd,1.842179842041001,8.813268214209387,-6.971088372168386
rmsd,2.7298095563082296,8.813268214209387,-6.083458657901158
rmsd,1.9926769969097557,8.813268214209387,-6.820591217299631
rmsd,1.8949747507672792,8.813268214209387,-6.918293463442108
rmsd,1.9691141905636562,8.813268214209387,-6.84415402364573
rmsd,1.9874335234862737,8.813268214209387,-6.825834690723113
rmsd,1.7426954620061061,2.7298095563082296,-0.9871140943021235
rmsd,1.7426954620061061,8.813268214209387,-7.070572752203281
rmsd,1.8777303753768746,8.813268214209387,-6.935537838832513
rmsd,1.846851439213161,5.3164245530982015,-3.4695731138850405
rmsd,1.846851439213161,3.246609683126874,-1.399758243913713
rmsd,4.162959589561551,20.376066219921835,-16.213106630360283
rmsd,4.162959589561551,9.669604072581723,-5.506644483020172
rmsd,4.162959589561551,7.878885045935342,-3.7159254563737907
rmsd,4.162959589561551,11.377212049045843,-7.214252459484292
rmsd,4.162959589561551,6.041818278281289,-1.8788586887197374
rmsd,4.162959589561551,18.801310597739775,-14.638351008178223
rmsd,1.9014297729362466,3.772120605031777,-1.8706908320955302
rmsd,1.9534229657304059,3.772120605031777,-1.818697639301371
rmsd,1.9534229657304059,12.09567831466296,-10.142255348932554
rmsd,1.9534229657304059,9.556355343500417,-7.602932377770012
rmsd,1.9534229657304059,3.7826878887591056,-1.8292649230286997
rmsd,1.9534229657304059,12.60492163157437,-10.651498665843965
rmsd,3.7826878887591056,12.09567831466296,-8.312990425903855
rmsd,3.7826878887591056,9.556355343500417,-5.773667454741312
rmsd,2.51282413187395,3.772120605031777,-1.2592964731578267
rmsd,2.51282413187395,12.09567831466296,-9.58285418278901
rmsd,2.51282413187395,9.556355343500417,-7.043531211626467
rmsd,2.51282413187395,3.7826878887591056,-1.2698637568851554
rmsd,2.51282413187395,12.60492163157437,-10.09209749970042
rmsd,1.9469273011279813,3.772120605031777,-1.8251933039037955
rmsd,1.9469273011279813,12.09567831466296,-10.148751013534978
rmsd,1.9469273011279813,9.556355343500417,-7.609428042372436
rmsd,1.9469273011279813,3.7826878887591056,-1.8357605876311243
rmsd,1.9469273011279813,12.60492163157437,-10.657994330446389
rmsd,2.0983150685771013,10.263156502128277,-8.164841433551176
rmsd,2.0983150685771013,5.542680446052381,-3.4443653774752794
rmsd,2.0983150685771013,10.770840374129534,-8.672525305552433
rmsd,2.0983150685771013,6.283932813452646,-4.185617744875545
rmsd,4.4599032449275295,10.770840374129534,-6.310937129202005
rmsd,1.7626473975097496,6.283932813452646,-4.521285415942896
rmsd,2.6596387616509176,10.263156502128277,-7.6035177404773595
rmsd,2.6596387616509176,5.542680446052381,-2.883041684401463
rmsd,2.6596387616509176,10.770840374129534,-8.111201612478617
rmsd,2.6596387616509176,6.283932813452646,-3.624294051801728
rmsd,2.4156765898065644,10.263156502128277,-7.847479912321713
rmsd,2.4156765898065644,5.542680446052381,-3.1270038562458162
rmsd,2.4156765898065644,10.770840374129534,-8.35516378432297
rmsd,2.4156765898065644,6.283932813452646,-3.8682562236460813
rmsd,5.542680446052381,10.263156502128277,-4.7204760560758965
rmsd,2.0639774638790365,10.263156502128277,-8.199179038249241
rmsd,2.0639774638790365,6.283932813452646,-4.21995534957361
rmsd,4.1079926596914005,5.110586944304002,-1.0025942846126012
rmsd,3.500393129895712,5.011796706799591,-1.511403576903879
rmsd,3.500393129895712,5.233094495754419,-1.7327013658587074
rmsd,3.500393129895712,4.878997659560215,-1.3786045296645035
rmsd,3.500393129895712,5.110586944304002,-1.61019381440829
rmsd,2.39696071568703,16.102401275187617,-13.705440559500587
rmsd,6.200501126037783,16.102401275187617,-9.901900149149835
rmsd,2.902737009642714,6.200501126037783,-3.297764116395069
rmsd,2.902737009642714,16.102401275187617,-13.199664265544904
rmsd,2.902737009642714,7.4683173580038895,-4.565580348361175
rmsd,2.3583553281654472,16.102401275187617,-13.744045947022169
rmsd,2.172136688814661,6.200501126037783,-4.0283644372231215
rmsd,2.172136688814661,16.102401275187617,-13.930264586372957
rmsd,2.172136688814661,7.4683173580038895,-5.296180669189228
rmsd,2.0789108464743187,6.200501126037783,-4.121590279563464
rmsd,2.0789108464743187,16.102401275187617,-14.023490428713298
rmsd,2.0789108464743187,7.4683173580038895,-5.389406511529571
rmsd,7.4683173580038895,16.102401275187617,-8.634083917183727
rmsd,3.399340555848346,16.102401275187617,-12.703060719339272
rmsd,2.1646687281033876,6.200501126037783,-4.035832397934396
rmsd,2.1646687281033876,16.102401275187617,-13.937732547084229
rmsd,2.1646687281033876,7.4683173580038895,-5.303648629900502
rmsd,4.076183469028672,14.961309622300405,-10.885126153271733
rmsd,3.0134309994710464,4.076183469028672,-1.0627524695576258
rmsd,3.0134309994710464,14.961309622300405,-11.947878622829359
rmsd,3.0134309994710464,14.555525307300199,-11.542094307829153
rmsd,2.3859632709405494,12.492227645425192,-10.106264374484642
rmsd,2.3859632709405494,4.076183469028672,-1.6902201980881228
rmsd,2.3859632709405494,14.961309622300405,-12.575346351359855
rmsd,2.3859632709405494,14.555525307300199,-12.16956203635965
rmsd,2.3859632709405494,7.023683206901202,-4.637719935960653
rmsd,2.4061074737325496,12.492227645425192,-10.086120171692642
rmsd,2.4061074737325496,14.961309622300405,-12.555202148567854
rmsd,2.4061074737325496,14.555525307300199,-12.14941783356765
rmsd,2.4061074737325496,7.023683206901202,-4.617575733168652
rmsd,2.418965053393567,12.492227645425192,-10.073262592031625
rmsd,2.418965053393567,4.076183469028672,-1.6572184156351053
rmsd,2.418965053393567,14.961309622300405,-12.542344568906838
rmsd,2.418965053393567,14.555525307300199,-12.136560253906632
rmsd,2.293627601926726,12.492227645425192,-10.198600043498466
rmsd,2.293627601926726,14.961309622300405,-12.667682020373679
rmsd,2.293627601926726,14.555525307300199,-12.261897705373473
rmsd,7.023683206901202,12.492227645425192,-5.46854443852399
rmsd,7.023683206901202,14.961309622300405,-7.937626415399203
rmsd,7.023683206901202,14.555525307300199,-7.531842100398997
rmsd,3.978720731101159,16.461487628221832,-12.482766897120673
rmsd,2.8500038951491393,16.461487628221832,-13.611483733072692
rmsd,2.9063600471533566,11.532370697536026,-8.62601065038267
rmsd,2.0656234797433233,11.532370697536026,-9.466747217792703
rmsd,2.0134289490047816,10.609147637530397,-8.595718688525615
rmsd,2.0134289490047816,11.532370697536026,-9.518941748531244
rmsd,1.8224229991941765,2.9063600471533566,-1.0839370479591801
rmsd,1.8224229991941765,14.519636072114192,-12.697213072920016
rmsd,1.8224229991941765,10.609147637530397,-8.78672463833622
rmsd,1.8224229991941765,11.532370697536026,-9.70994769834185
rmsd,1.8224229991941765,2.8607585980386787,-1.0383355988445022
rmsd,2.6957190726982883,10.609147637530397,-7.913428564832108
rmsd,2.6957190726982883,11.532370697536026,-8.836651624837737
rmsd,2.8607585980386787,10.609147637530397,-7.748389039491718
rmsd,2.8607585980386787,11.532370697536026,-8.671612099497347
rmsd,1.9641911665153116,10.609147637530397,-8.644956471015085
rmsd,1.9641911665153116,11.532370697536026,-9.568179531020714
rmsd,3.8094768614895935,12.460976673425511,-8.651499811935917
rmsd,3.8094768614895935,8.803959736612374,-4.99448287512278
rmsd,3.8094768614895935,17.944664989848675,-14.135188128359083
rmsd,3.8094768614895935,12.210424425973919,-8.400947564484326
rmsd,3.8094768614895935,8.840761465581538,-5.031284604091945
rmsd,3.8094768614895935,12.67817636244596,-8.868699500956367
rmsd,3.525424783977444,12.460976673425511,-8.935551889448067
rmsd,3.525424783977444,17.944664989848675,-14.419240205871231
rmsd,3.525424783977444,12.210424425973919,-8.684999641996475
rmsd,3.525424783977444,8.840761465581538,-5.315336681604094
rmsd,3.525424783977444,12.67817636244596,-9.152751578468516
rmsd,2.5453331367739205,12.460976673425511,-9.91564353665159
rmsd,2.5453331367739205,8.803959736612374,-6.258626599838453
rmsd,2.5453331367739205,17.944664989848675,-15.399331853074756
rmsd,2.5453331367739205,12.210424425973919,-9.6650912892
rmsd,2.5453331367739205,8.840761465581538,-6.295428328807618
rmsd,2.5453331367739205,12.67817636244596,-10.13284322567204
rmsd,6.01269963390318,15.018419910701065,-9.005720276797884
rmsd,6.01269963390318,9.697700425634581,-3.685000791731401
rmsd,6.01269963390318,14.878865016830897,-8.866165382927717
rmsd,6.01269963390318,15.072944437588975,-9.060244803685794
rmsd,6.01269963390318,7.962223516966568,-1.9495238830633879
rmsd,6.8525502090899515,19.865719821228637,-13.013169612138686
rmsd,6.8525502090899515,15.018419910701065,-8.165869701611113
rmsd,6.8525502090899515,9.697700425634581,-2.8451502165446296
rmsd,6.8525502090899515,14.878865016830897,-8.026314807740945
rmsd,6.8525502090899515,15.072944437588975,-8.220394228499023
rmsd,6.8525502090899515,22.215321240172077,-15.362771031082126
rmsd,6.8525502090899515,7.962223516966568,-1.1096733078766166
rmsd,3.5734101898497137,5.047994870188905,-1.4745846803391913
rmsd,3.5734101898497137,4.766253742604805,-1.1928435527550914
rmsd,3.866968443152779,5.047994870188905,-1.1810264270361261
rmsd,4.020208783651741,5.047994870188905,-1.027786086537164
rmsd,2.487631287829612,3.544979226989973,-1.057347939160361
rmsd,2.487631287829612,4.013197952792211,-1.5255666649625992
rmsd,2.487631287829612,4.564834536541843,-2.077203248712231
rmsd,3.124434837296064,4.564834536541843,-1.4403996992457793
rmsd,2.728577263186942,4.013197952792211,-1.2846206896052692
rmsd,2.728577263186942,4.564834536541843,-1.8362572733549012
rmsd,3.021785000653941,4.013197952792211,-0.9914129521382704
rmsd,3.544979226989973,4.564834536541843,-1.01985530955187
rmsd,2.4300437275009212,4.013197952792211,-1.58315422529129
rmsd,2.4244029265787965,4.013197952792211,-1.5887950262134147
rmsd,2.4244029265787965,4.564834536541843,-2.1404316099630467
rmsd,6.649300216034331,7.941302386674018,-1.2920021706396874
rmsd,6.649300216034331,10.378870416970392,-3.7295702009360605
rmsd,6.649300216034331,11.336232429124918,-4.686932213090587
rmsd,6.649300216034331,16.939189294631255,-10.289889078596925
rmsd,6.649300216034331,39.0441207839985,-32.39482056796417
rmsd,6.649300216034331,15.138224350875914,-8.488924134841582
rmsd,6.601851303808278,7.941302386674018,-1.3394510828657404
rmsd,6.601851303808278,16.939189294631255,-10.337337990822977
rmsd,6.601851303808278,15.138224350875914,-8.536373047067636
rmsd,2.078576765050943,4.92474488885191,-2.846168123800967
rmsd,2.078576765050943,4.824085744626956,-2.745508979576013
rmsd,5.815639430048789,8.34759721622603,-2.531957786177241
rmsd,2.1578675471757327,4.92474488885191,-2.766877341676177
rmsd,2.1578675471757327,4.824085744626956,-2.666218197451223
rmsd,3.0257274366238955,4.92474488885191,-1.8990174522280143
rmsd,3.0257274366238955,8.34759721622603,-5.3218697796021335
rmsd,3.0257274366238955,4.824085744626956,-1.7983583080030603
rmsd,3.776386586877434,4.92474488885191,-1.148358301974476
rmsd,3.776386586877434,8.34759721622603,-4.571210629348595
rmsd,5.022726538331962,8.687304000130702,-3.66457746179874
rmsd,5.022726538331962,6.890551497008652,-1.8678249586766906
rmsd,5.022726538331962,19.029683514767868,-14.006956976435905
rmsd,1.9732798396472968,3.9697274033583776,-1.9964475637110808
rmsd,1.9732798396472968,3.4616872834813393,-1.4884074438340424
rmsd,2.1443917226885123,13.758076111838353,-11.61368438914984
rmsd,2.1443917226885123,3.9697274033583776,-1.8253356806698653
rmsd,2.1443917226885123,3.4616872834813393,-1.317295560792827
rmsd,2.978495054468865,13.758076111838353,-10.779581057369487
rmsd,2.978495054468865,3.9697274033583776,-0.9912323488895125
rmsd,2.978495054468865,13.697992320862813,-10.719497266393947
rmsd,2.0454856931381835,13.758076111838353,-11.71259041870017
rmsd,2.0454856931381835,3.9697274033583776,-1.924241710220194
rmsd,2.0454856931381835,13.697992320862813,-11.65250662772463
rmsd,2.0454856931381835,3.4616872834813393,-1.4162015903431557
rmsd,2.140460028222468,13.758076111838353,-11.617616083615886
rmsd,2.140460028222468,3.9697274033583776,-1.8292673751359096
rmsd,2.140460028222468,13.697992320862813,-11.557532292640346
rmsd,3.1930233666194425,8.187531785344838,-4.994508418725395
rmsd,3.1930233666194425,11.366699258069856,-8.173675891450413
rmsd,3.1930233666194425,4.966775243302257,-1.7737518766828142
rmsd,3.3570445772446598,8.187531785344838,-4.830487208100179
rmsd,3.3570445772446598,11.366699258069856,-8.009654680825196
rmsd,3.3570445772446598,4.966775243302257,-1.609730666057597
rmsd,3.1334129177420436,8.187531785344838,-5.054118867602794
rmsd,3.1334129177420436,11.366699258069856,-8.233286340327812
rmsd,3.1334129177420436,4.966775243302257,-1.8333623255602132
rmsd,3.3048958351788196,8.187531785344838,-4.882635950166018
rmsd,3.3048958351788196,11.366699258069856,-8.061803422891035
rmsd,3.3048958351788196,4.966775243302257,-1.6618794081234372
rmsd,2.0187594109027303,3.462728500973664,-1.4439690900709339
rmsd,1.8199905055084682,3.462728500973664,-1.642737995465196
rmsd,1.8365334706250587,3.462728500973664,-1.6261950303486055
rmsd,1.928102499063272,3.214839442025648,-1.286736942962376
rmsd,1.928102499063272,3.462728500973664,-1.5346260019103921
rmsd,2.4169391869028605,3.462728500973664,-1.0457893140708037
rmsd,3.318995634591389,4.5684930749236745,-1.2494974403322856
rmsd,3.318995634591389,7.524037490583073,-4.205041855991684
rmsd,4.5684930749236745,7.524037490583073,-2.955544415659398
rmsd,3.7965257318666206,5.068795313494415,-1.2722695816277945
rmsd,3.7965257318666206,7.524037490583073,-3.727511758716452
rmsd,3.2146594908739146,4.5684930749236745,-1.35383358404976
rmsd,3.2146594908739146,5.068795313494415,-1.8541358226205005
rmsd,3.2146594908739146,7.524037490583073,-4.309377999709158
rmsd,3.4598795394309776,4.5684930749236745,-1.108613535492697
rmsd,3.4598795394309776,5.068795313494415,-1.6089157740634374
rmsd,3.4598795394309776,7.524037490583073,-4.0641579511520955
rmsd,3.129128046381206,4.5684930749236745,-1.4393650285424684
rmsd,3.129128046381206,5.068795313494415,-1.939667267113209
rmsd,3.129128046381206,7.524037490583073,-4.394909444201867
rmsd,4.153092138455429,10.737777309449747,-6.584685170994318
rmsd,4.153092138455429,15.913718974440119,-11.76062683598469
rmsd,4.153092138455429,13.88102198069175,-9.727929842236321
rmsd,1.9427870318051983,3.95472846400555,-2.0119414322003513
rmsd,1.9427870318051983,10.737777309449747,-8.79499027764455
rmsd,1.9427870318051983,15.913718974440119,-13.970931942634921
rmsd,1.9427870318051983,2.954062043730039,-1.0112750119248408
