metric,winner,loser,delta
mfe,-43.599998474121094,-36.5,-7.099998474121094
mfe,-43.599998474121094,-38.599998474121094,-5.0
mfe,-41.70000076293945,-36.5,-5.200000762939453
mfe,-41.70000076293945,-38.599998474121094,-3.1000022888183594
mfe,-41.29999923706055,-36.5,-4.799999237060547
mfe,-41.29999923706055,-38.599998474121094,-2.700000762939453
mfe,-38.0,-36.5,-1.5
mfe,-38.599998474121094,-36.5,-2.0999984741210938
mfe,-48.099998474121094,-36.5,-11.599998474121094
mfe,-48.099998474121094,-38.599998474121094,-9.5
mfe,-30.0,-25.899999618530273,-4.100000381469727
mfe,-30.0,-27.200000762939453,-2.799999237060547
mfe,-30.0,-26.799999237060547,-3.200000762939453
mfe,-30.0,-28.700000762939453,-1.2999992370605469
mfe,-30.0,-28.0,-2.0
mfe,-31.700000762939453,-25.899999618530273,-5.80000114440918
mfe,-31.700000762939453,-27.200000762939453,-4.5
mfe,-31.700000762939453,-31.200000762939453,-0.5
mfe,-31.700000762939453,-26.799999237060547,-4.900001525878906
mfe,-31.700000762939453,-28.700000762939453,-3.0
mfe,-31.700000762939453,-28.0,-3.700000762939453
mfe,-7.300000190734863,-3.700000047683716,-3.6000001430511475
mfe,-7.300000190734863,-4.199999809265137,-3.1000003814697266
mfe,-8.100000381469727,-3.700000047683716,-4.400000333786011
mfe,-8.100000381469727,-7.800000190734863,-0.3000001907348633
mfe,-8.100000381469727,-4.199999809265137,-3.90000057220459
mfe,-9.699999809265137,-3.700000047683716,-5.999999761581421
mfe,-9.699999809265137,-6.900000095367432,-2.799999713897705
mfe,-9.0,-3.700000047683716,-5.299999952316284
mfe,-9.0,-7.800000190734863,-1.1999998092651367
mfe,-9.0,-4.199999809265137,-4.800000190734863
mfe,-28.899999618530273,-25.399999618530273,-3.5
mfe,-28.899999618530273,-23.0,-5.899999618530273
mfe,-28.899999618530273,-21.299999237060547,-7.600000381469727
mfe,-28.899999618530273,-27.700000762939453,-1.1999988555908203
mfe,-28.899999618530273,-28.0,-0.8999996185302734
mfe,-33.20000076293945,-25.399999618530273,-7.80000114440918
mfe,-33.20000076293945,-23.0,-10.200000762939453
mfe,-33.20000076293945,-21.299999237060547,-11.900001525878906
mfe,-33.20000076293945,-29.0,-4.200000762939453
mfe,-33.20000076293945,-27.700000762939453,-5.5
mfe,-33.20000076293945,-28.0,-5.200000762939453
mfe,-35.79999923706055,-31.100000381469727,-4.69999885559082
mfe,-35.79999923706055,-35.599998474121094,-0.20000076293945312
mfe,-35.79999923706055,-32.099998474121094,-3.700000762939453
mfe,-32.099998474121094,-31.100000381469727,-0.9999980926513672
mfe,-32.099998474121094,-29.0,-3.0999984741210938
mfe,-10.600000381469727,-5.800000190734863,-4.800000190734863
mfe,-14.100000381469727,-5.800000190734863,-8.300000190734863
mfe,-14.699999809265137,-5.800000190734863,-8.899999618530273
mfe,-14.199999809265137,-5.800000190734863,-8.399999618530273
mfe,-31.600000381469727,-29.700000762939453,-1.8999996185302734
mfe,-36.400001525878906,-31.899999618530273,-4.500001907348633
mfe,-47.70000076293945,-31.899999618530273,-15.80000114440918
mfe,-40.79999923706055,-31.600000381469727,-9.19999885559082
mfe,-40.79999923706055,-29.700000762939453,-11.099998474121094
mfe,-40.79999923706055,-36.400001525878906,-4.399997711181641
mfe,-40.79999923706055,-31.899999618530273,-8.899999618530273
mfe,-43.599998474121094,-31.600000381469727,-11.999998092651367
mfe,-43.599998474121094,-29.700000762939453,-13.89999771118164
mfe,-43.599998474121094,-36.400001525878906,-7.1999969482421875
mfe,-43.599998474121094,-31.899999618530273,-11.69999885559082
mfe,-44.79999923706055,-31.600000381469727,-13.19999885559082
mfe,-44.79999923706055,-29.700000762939453,-15.099998474121094
mfe,-44.79999923706055,-36.400001525878906,-8.39999771118164
mfe,-44.79999923706055,-31.899999618530273,-12.899999618530273
mfe,-44.79999923706055,-44.599998474121094,-0.20000076293945312
mfe,-33.599998474121094,-31.600000381469727,-1.9999980926513672
mfe,-33.599998474121094,-29.700000762939453,-3.8999977111816406
mfe,-33.599998474121094,-31.899999618530273,-1.6999988555908203
mfe,-11.300000190734863,0.0,-11.300000190734863
mfe,-8.199999809265137,0.0,-8.199999809265137
mfe,-10.899999618530273,-9.600000381469727,-1.2999992370605469
mfe,-10.899999618530273,-8.699999809265137,-2.1999998092651367
mfe,-10.899999618530273,-8.199999809265137,-2.6999998092651367
mfe,-18.200000762939453,-9.600000381469727,-8.600000381469727
mfe,-18.200000762939453,-15.899999618530273,-2.3000011444091797
mfe,-18.200000762939453,-13.100000381469727,-5.100000381469727
mfe,-18.200000762939453,-8.699999809265137,-9.500000953674316
mfe,-18.200000762939453,-8.199999809265137,-10.000000953674316
mfe,-18.200000762939453,-17.899999618530273,-0.3000011444091797
mfe,-25.100000381469727,-18.100000381469727,-7.0
mfe,-25.100000381469727,-18.200000762939453,-6.899999618530273
mfe,-25.100000381469727,-22.0,-3.1000003814697266
mfe,-25.100000381469727,-23.0,-2.1000003814697266
mfe,-25.100000381469727,-18.100000381469727,-7.0
mfe,-25.100000381469727,-18.200000762939453,-6.899999618530273
mfe,-25.100000381469727,-22.0,-3.1000003814697266
mfe,-25.100000381469727,-23.0,-2.1000003814697266
mfe,-25.200000762939453,-18.100000381469727,-7.100000381469727
mfe,-25.200000762939453,-18.200000762939453,-7.0
mfe,-25.200000762939453,-22.0,-3.200000762939453
mfe,-25.200000762939453,-23.0,-2.200000762939453
mfe,-33.29999923706055,-32.099998474121094,-1.2000007629394531
mfe,-33.29999923706055,-28.0,-5.299999237060547
mfe,-33.29999923706055,-28.100000381469727,-5.19999885559082
mfe,-33.29999923706055,-29.899999618530273,-3.3999996185302734
mfe,-33.29999923706055,-30.100000381469727,-3.1999988555908203
mfe,-28.899999618530273,-28.0,-0.8999996185302734
mfe,-28.899999618530273,-28.100000381469727,-0.7999992370605469
mfe,-24.899999618530273,-24.600000381469727,-0.2999992370605469
mfe,-24.899999618530273,-14.800000190734863,-10.09999942779541
mfe,-21.0,-14.800000190734863,-6.199999809265137
mfe,-25.0,-24.600000381469727,-0.39999961853027344
mfe,-25.0,-14.800000190734863,-10.199999809265137
mfe,-25.0,-21.100000381469727,-3.8999996185302734
mfe,-21.200000762939453,-14.800000190734863,-6.40000057220459
mfe,-21.200000762939453,-21.100000381469727,-0.10000038146972656
mfe,-21.399999618530273,-14.800000190734863,-6.59999942779541
mfe,-21.399999618530273,-21.100000381469727,-0.2999992370605469
mfe,-38.599998474121094,-34.900001525878906,-3.6999969482421875
mfe,-38.599998474121094,-27.299999237060547,-11.299999237060547
mfe,-38.599998474121094,-27.399999618530273,-11.19999885559082
mfe,-38.599998474121094,-36.099998474121094,-2.5
mfe,-30.100000381469727,-28.200000762939453,-1.8999996185302734
mfe,-33.29999923706055,-28.200000762939453,-5.099998474121094
mfe,-31.5,-28.200000762939453,-3.299999237060547
mfe,-39.70000076293945,-28.200000762939453,-11.5
mfe,-36.599998474121094,-28.200000762939453,-8.39999771118164
mfe,-40.20000076293945,-28.200000762939453,-12.0
mfe,-2.299999952316284,0.0,-2.299999952316284
mfe,-2.299999952316284,0.0,-2.299999952316284
mfe,-2.299999952316284,-1.399999976158142,-0.8999999761581421
mfe,-2.299999952316284,0.0,-2.299999952316284
mfe,-2.299999952316284,-1.7000000476837158,-0.5999999046325684
mfe,-2.299999952316284,0.0,-2.299999952316284
mfe,-0.5,0.0,-0.5
mfe,-0.5,0.0,-0.5
mfe,-1.7000000476837158,0.0,-1.7000000476837158
mfe,-1.7000000476837158,-1.399999976158142,-0.30000007152557373
mfe,-1.7000000476837158,0.0,-1.7000000476837158
mfe,-28.100000381469727,-27.399999618530273,-0.7000007629394531
mfe,-28.100000381469727,-24.600000381469727,-3.5
mfe,-28.100000381469727,-25.600000381469727,-2.5
mfe,-28.100000381469727,-18.200000762939453,-9.899999618530273
mfe,-28.100000381469727,-24.700000762939453,-3.3999996185302734
mfe,-28.100000381469727,-23.0,-5.100000381469727
mfe,-28.100000381469727,-24.600000381469727,-3.5
mfe,-47.70000076293945,-38.5,-9.200000762939453
mfe,-47.70000076293945,-46.20000076293945,-1.5
mfe,-47.70000076293945,-35.0,-12.700000762939453
mfe,-47.70000076293945,-39.099998474121094,-8.60000228881836
mfe,-38.0,-35.0,-3.0
mfe,-43.400001525878906,-38.5,-4.900001525878906
mfe,-43.400001525878906,-35.0,-8.400001525878906
mfe,-43.400001525878906,-39.099998474121094,-4.3000030517578125
mfe,-48.400001525878906,-38.5,-9.900001525878906
mfe,-48.400001525878906,-35.0,-13.400001525878906
mfe,-36.0,-35.0,-1.0
mfe,-28.399999618530273,-27.700000762939453,-0.6999988555908203
mfe,-30.399999618530273,-27.700000762939453,-2.6999988555908203
mfe,-32.20000076293945,-31.0,-1.2000007629394531
mfe,-33.0,-31.0,-2.0
mfe,-33.0,-27.700000762939453,-5.299999237060547
mfe,-33.0,-30.799999237060547,-2.200000762939453
mfe,-43.20000076293945,-36.900001525878906,-6.299999237060547
mfe,-43.20000076293945,-31.0,-12.200000762939453
mfe,-43.20000076293945,-30.799999237060547,-12.400001525878906
mfe,-27.899999618530273,-21.100000381469727,-6.799999237060547
mfe,-27.899999618530273,-27.100000381469727,-0.7999992370605469
mfe,-27.899999618530273,-25.799999237060547,-2.1000003814697266
mfe,-27.899999618530273,-24.200000762939453,-3.6999988555908203
mfe,-67.0,-49.5,-17.5
mfe,-60.20000076293945,-56.79999923706055,-3.4000015258789062
mfe,-60.20000076293945,-49.5,-10.700000762939453
mfe,-68.19999694824219,-49.5,-18.699996948242188
mfe,-61.099998474121094,-49.5,-11.599998474121094
mfe,-60.29999923706055,-49.5,-10.799999237060547
mfe,-41.0,-39.79999923706055,-1.2000007629394531
mfe,-41.0,-38.79999923706055,-2.200000762939453
mfe,-48.79999923706055,-42.79999923706055,-6.0
mfe,-48.79999923706055,-41.70000076293945,-7.099998474121094
mfe,-48.79999923706055,-39.79999923706055,-9.0
mfe,-48.79999923706055,-44.79999923706055,-4.0
mfe,-5.599999904632568,-3.9000000953674316,-1.6999998092651367
mfe,-5.599999904632568,0.0,-5.599999904632568
mfe,-5.599999904632568,-0.6000000238418579,-4.9999998807907104
mfe,-5.599999904632568,-5.5,-0.09999990463256836
mfe,-5.599999904632568,-4.800000190734863,-0.7999997138977051
mfe,-36.900001525878906,-22.299999237060547,-14.60000228881836
mfe,-36.900001525878906,-34.70000076293945,-2.200000762939453
mfe,-36.900001525878906,-29.899999618530273,-7.000001907348633
mfe,-32.900001525878906,-22.299999237060547,-10.60000228881836
mfe,-32.900001525878906,-29.899999618530273,-3.000001907348633
mfe,-38.599998474121094,-22.299999237060547,-16.299999237060547
mfe,-38.599998474121094,-34.70000076293945,-3.8999977111816406
mfe,-38.599998474121094,-29.899999618530273,-8.69999885559082
mfe,-38.20000076293945,-36.900001525878906,-1.2999992370605469
mfe,-38.20000076293945,-22.299999237060547,-15.900001525878906
mfe,-38.20000076293945,-32.900001525878906,-5.299999237060547
mfe,-38.20000076293945,-34.70000076293945,-3.5
mfe,-38.20000076293945,-29.899999618530273,-8.30000114440918
mfe,-26.899999618530273,-23.299999237060547,-3.6000003814697266
mfe,-23.600000381469727,-23.299999237060547,-0.3000011444091797
mfe,-30.899999618530273,-23.299999237060547,-7.600000381469727
mfe,-27.200000762939453,-23.299999237060547,-3.9000015258789062
mfe,-32.5,-23.299999237060547,-9.200000762939453
mfe,-29.200000762939453,-23.299999237060547,-5.900001525878906
mfe,-29.700000762939453,-27.0,-2.700000762939453
mfe,-29.700000762939453,-27.700000762939453,-2.0
mfe,-29.700000762939453,-27.700000762939453,-2.0
mfe,-29.700000762939453,-26.0,-3.700000762939453
mfe,-29.700000762939453,-23.0,-6.700000762939453
mfe,-27.0,-26.0,-1.0
mfe,-24.5,-23.0,-1.5
mfe,-27.700000762939453,-26.0,-1.7000007629394531
mfe,-31.0,-28.899999618530273,-2.1000003814697266
mfe,-31.0,-24.399999618530273,-6.600000381469727
mfe,-31.0,-25.299999237060547,-5.700000762939453
mfe,-31.0,-27.100000381469727,-3.8999996185302734
mfe,-31.0,-24.200000762939453,-6.799999237060547
mfe,-31.0,-30.100000381469727,-0.8999996185302734
mfe,-45.599998474121094,-41.79999923706055,-3.799999237060547
mfe,-45.599998474121094,-42.599998474121094,-3.0
mfe,-53.599998474121094,-35.599998474121094,-18.0
mfe,-53.599998474121094,-33.400001525878906,-20.199996948242188
mfe,-35.599998474121094,-33.400001525878906,-2.1999969482421875
mfe,-41.29999923706055,-35.599998474121094,-5.700000762939453
mfe,-41.29999923706055,-35.599998474121094,-5.700000762939453
mfe,-41.29999923706055,-33.400001525878906,-7.899997711181641
mfe,-41.29999923706055,-31.600000381469727,-9.69999885559082
mfe,-50.0,-45.29999923706055,-4.700000762939453
mfe,-50.0,-35.599998474121094,-14.400001525878906
mfe,-50.0,-33.400001525878906,-16.599998474121094
mfe,-50.0,-31.600000381469727,-18.399999618530273
mfe,-50.0,-44.20000076293945,-5.799999237060547
mfe,-37.400001525878906,-31.299999237060547,-6.100002288818359
mfe,-37.400001525878906,-36.599998474121094,-0.8000030517578125
mfe,-37.400001525878906,-36.70000076293945,-0.7000007629394531
mfe,-41.599998474121094,-31.299999237060547,-10.299999237060547
mfe,-41.599998474121094,-36.599998474121094,-5.0
mfe,-41.599998474121094,-36.70000076293945,-4.899997711181641
mfe,-41.599998474121094,-38.20000076293945,-3.3999977111816406
mfe,-36.70000076293945,-31.299999237060547,-5.400001525878906
mfe,-47.70000076293945,-31.299999237060547,-16.400001525878906
mfe,-47.70000076293945,-36.599998474121094,-11.10000228881836
mfe,-47.70000076293945,-36.70000076293945,-11.0
mfe,-47.70000076293945,-38.20000076293945,-9.5
mfe,-47.70000076293945,-46.29999923706055,-1.4000015258789062
mfe,-47.70000076293945,-45.29999923706055,-2.4000015258789062
mfe,-40.0,-31.299999237060547,-8.700000762939453
mfe,-40.0,-36.599998474121094,-3.4000015258789062
mfe,-40.0,-36.70000076293945,-3.299999237060547
mfe,-40.0,-38.20000076293945,-1.7999992370605469
mfe,-35.20000076293945,-23.899999618530273,-11.30000114440918
mfe,-35.20000076293945,-30.299999237060547,-4.900001525878906
mfe,-35.20000076293945,-18.399999618530273,-16.80000114440918
mfe,-35.20000076293945,-29.0,-6.200000762939453
mfe,-35.20000076293945,-27.799999237060547,-7.400001525878906
mfe,-35.20000076293945,-23.600000381469727,-11.600000381469727
mfe,-26.700000762939453,-23.899999618530273,-2.8000011444091797
mfe,-26.700000762939453,-18.399999618530273,-8.30000114440918
mfe,-26.700000762939453,-23.600000381469727,-3.1000003814697266
mfe,-31.600000381469727,-23.899999618530273,-7.700000762939453
mfe,-31.600000381469727,-30.299999237060547,-1.3000011444091797
mfe,-31.600000381469727,-18.399999618530273,-13.200000762939453
mfe,-31.600000381469727,-29.0,-2.6000003814697266
mfe,-31.600000381469727,-27.799999237060547,-3.8000011444091797
mfe,-31.600000381469727,-23.600000381469727,-8.0
mfe,-43.70000076293945,-26.200000762939453,-17.5
mfe,-27.200000762939453,-26.200000762939453,-1.0
mfe,-38.5,-26.200000762939453,-12.299999237060547
mfe,-32.79999923706055,-26.200000762939453,-6.599998474121094
mfe,-30.399999618530273,-26.200000762939453,-4.19999885559082
mfe,-30.200000762939453,-26.200000762939453,-4.0
mfe,-35.29999923706055,-26.200000762939453,-9.099998474121094
mfe,-37.79999923706055,-26.200000762939453,-11.599998474121094
mfe,-30.299999237060547,-29.600000381469727,-0.6999988555908203
mfe,-30.299999237060547,-25.899999618530273,-4.399999618530273
mfe,-30.299999237060547,-22.5,-7.799999237060547
mfe,-27.0,-25.899999618530273,-1.1000003814697266
mfe,-27.0,-22.5,-4.5
mfe,-33.5,-25.899999618530273,-7.600000381469727
mfe,-33.5,-22.5,-11.0
mfe,-33.70000076293945,-29.600000381469727,-4.100000381469727
mfe,-33.70000076293945,-25.899999618530273,-7.80000114440918
mfe,-33.70000076293945,-22.5,-11.200000762939453
mfe,-32.29999923706055,-29.600000381469727,-2.6999988555908203
mfe,-32.29999923706055,-25.899999618530273,-6.399999618530273
mfe,-32.29999923706055,-22.5,-9.799999237060547
mfe,-44.29999923706055,-34.20000076293945,-10.099998474121094
mfe,-40.5,-34.20000076293945,-6.299999237060547
mfe,-42.099998474121094,-34.20000076293945,-7.899997711181641
mfe,-39.599998474121094,-34.20000076293945,-5.399997711181641
mfe,-43.0,-34.20000076293945,-8.799999237060547
mfe,-37.900001525878906,-34.20000076293945,-3.700000762939453
mfe,-45.70000076293945,-34.20000076293945,-11.5
mfe,-43.79999923706055,-34.20000076293945,-9.599998474121094
mfe,-28.5,-26.700000762939453,-1.7999992370605469
mfe,-28.5,-26.0,-2.5
mfe,-28.5,-27.899999618530273,-0.6000003814697266
mfe,-28.5,-28.200000762939453,-0.2999992370605469
mfe,-28.5,-25.799999237060547,-2.700000762939453
mfe,-34.0,-26.700000762939453,-7.299999237060547
mfe,-34.0,-26.0,-8.0
mfe,-34.0,-27.899999618530273,-6.100000381469727
mfe,-34.0,-28.200000762939453,-5.799999237060547
mfe,-34.0,-25.799999237060547,-8.200000762939453
mfe,-40.900001525878906,-39.0,-1.9000015258789062
mfe,-40.900001525878906,-39.79999923706055,-1.1000022888183594
mfe,-40.900001525878906,-39.70000076293945,-1.2000007629394531
mfe,-40.900001525878906,-39.400001525878906,-1.5
mfe,-43.900001525878906,-39.0,-4.900001525878906
mfe,-43.900001525878906,-39.79999923706055,-4.100002288818359
mfe,-43.900001525878906,-39.70000076293945,-4.200000762939453
mfe,-43.900001525878906,-39.400001525878906,-4.5
mfe,-45.900001525878906,-39.0,-6.900001525878906
mfe,-45.900001525878906,-39.79999923706055,-6.100002288818359
mfe,-45.900001525878906,-39.70000076293945,-6.200000762939453
mfe,-45.900001525878906,-39.400001525878906,-6.5
mfe,-41.599998474121094,-39.0,-2.5999984741210938
mfe,-41.599998474121094,-39.79999923706055,-1.7999992370605469
mfe,-41.599998474121094,-39.70000076293945,-1.8999977111816406
mfe,-41.599998474121094,-39.400001525878906,-2.1999969482421875
mfe,-30.5,-26.700000762939453,-3.799999237060547
mfe,-30.5,-24.0,-6.5
mfe,-30.5,-26.5,-4.0
mfe,-30.5,-24.600000381469727,-5.899999618530273
mfe,-30.5,-26.5,-4.0
mfe,-35.900001525878906,-26.0,-9.900001525878906
mfe,-35.900001525878906,-26.700000762939453,-9.200000762939453
mfe,-35.900001525878906,-24.0,-11.900001525878906
mfe,-35.900001525878906,-26.5,-9.400001525878906
mfe,-35.900001525878906,-32.0,-3.9000015258789062
mfe,-35.900001525878906,-24.600000381469727,-11.30000114440918
mfe,-35.900001525878906,-26.5,-9.400001525878906
mfe,-33.900001525878906,-21.600000381469727,-12.30000114440918
mfe,-33.900001525878906,-30.899999618530273,-3.000001907348633
mfe,-33.900001525878906,-29.5,-4.400001525878906
mfe,-33.900001525878906,-33.20000076293945,-0.7000007629394531
mfe,-33.900001525878906,-28.799999237060547,-5.100002288818359
mfe,-33.900001525878906,-26.5,-7.400001525878906
mfe,-33.900001525878906,-30.600000381469727,-3.3000011444091797
mfe,-30.899999618530273,-29.5,-1.3999996185302734
mfe,-30.899999618530273,-28.799999237060547,-2.1000003814697266
mfe,-30.899999618530273,-30.600000381469727,-0.2999992370605469
mfe,-42.099998474121094,-33.29999923706055,-8.799999237060547
mfe,-37.70000076293945,-33.29999923706055,-4.400001525878906
mfe,-38.099998474121094,-33.29999923706055,-4.799999237060547
mfe,-39.29999923706055,-33.29999923706055,-6.0
mfe,-39.29999923706055,-37.70000076293945,-1.5999984741210938
mfe,-39.29999923706055,-29.299999237060547,-10.0
mfe,-37.099998474121094,-33.29999923706055,-3.799999237060547
mfe,-37.099998474121094,-29.299999237060547,-7.799999237060547
mfe,-44.0,-33.29999923706055,-10.700000762939453
mfe,-44.0,-42.099998474121094,-1.9000015258789062
mfe,-44.0,-37.70000076293945,-6.299999237060547
mfe,-44.0,-29.299999237060547,-14.700000762939453
mfe,-36.20000076293945,-33.29999923706055,-2.9000015258789062
mfe,-36.20000076293945,-29.299999237060547,-6.900001525878906
mfe,-34.70000076293945,-33.29999923706055,-1.4000015258789062
mfe,-34.70000076293945,-29.299999237060547,-5.400001525878906
mfe,-36.599998474121094,-33.70000076293945,-2.8999977111816406
mfe,-36.599998474121094,-33.70000076293945,-2.8999977111816406
mfe,-43.599998474121094,-36.599998474121094,-7.0
mfe,-43.599998474121094,-43.099998474121094,-0.5
mfe,-43.599998474121094,-33.70000076293945,-9.89999771118164
mfe,-51.5,-36.599998474121094,-14.900001525878906
mfe,-51.5,-43.099998474121094,-8.400001525878906
mfe,-51.5,-33.70000076293945,-17.799999237060547
mfe,-46.29999923706055,-36.599998474121094,-9.700000762939453
mfe,-46.29999923706055,-43.099998474121094,-3.200000762939453
mfe,-46.29999923706055,-33.70000076293945,-12.599998474121094
mfe,-43.099998474121094,-33.70000076293945,-9.39999771118164
mfe,-39.79999923706055,-36.599998474121094,-3.200000762939453
mfe,-39.79999923706055,-33.70000076293945,-6.099998474121094
mfe,-44.79999923706055,-36.599998474121094,-8.200000762939453
mfe,-44.79999923706055,-43.099998474121094,-1.7000007629394531
mfe,-44.79999923706055,-33.70000076293945,-11.099998474121094
mfe,-52.20000076293945,-36.599998474121094,-15.60000228881836
mfe,-52.20000076293945,-43.099998474121094,-9.10000228881836
mfe,-52.20000076293945,-33.70000076293945,-18.5
mfe,-31.700000762939453,-27.700000762939453,-4.0
mfe,-31.700000762939453,-22.799999237060547,-8.900001525878906
mfe,-31.700000762939453,-28.399999618530273,-3.3000011444091797
mfe,-31.700000762939453,-21.700000762939453,-10.0
mfe,-31.700000762939453,-24.600000381469727,-7.100000381469727
mfe,-31.700000762939453,-25.200000762939453,-6.5
mfe,-0.30000001192092896,0.0,-0.30000001192092896
mfe,-0.30000001192092896,0.0,-0.30000001192092896
mfe,-0.30000001192092896,0.0,-0.30000001192092896
mfe,-1.600000023841858,0.0,-1.600000023841858
mfe,-1.600000023841858,-0.4000000059604645,-1.2000000178813934
mfe,-1.600000023841858,0.0,-1.600000023841858
mfe,-1.600000023841858,0.0,-1.600000023841858
mfe,-0.6000000238418579,0.0,-0.6000000238418579
mfe,-0.6000000238418579,-0.4000000059604645,-0.20000001788139343
mfe,-0.6000000238418579,0.0,-0.6000000238418579
mfe,-0.6000000238418579,0.0,-0.6000000238418579
mfe,-17.200000762939453,-9.300000190734863,-7.90000057220459
mfe,-17.200000762939453,-11.600000381469727,-5.600000381469727
mfe,-17.200000762939453,-12.100000381469727,-5.100000381469727
mfe,-23.5,-9.300000190734863,-14.199999809265137
mfe,-23.5,-11.600000381469727,-11.899999618530273
mfe,-23.5,-12.100000381469727,-11.399999618530273
mfe,-23.5,-18.299999237060547,-5.200000762939453
mfe,-18.299999237060547,-9.300000190734863,-8.999999046325684
mfe,-18.299999237060547,-11.600000381469727,-6.69999885559082
mfe,-18.299999237060547,-12.100000381469727,-6.19999885559082
mfe,-12.100000381469727,-11.600000381469727,-0.5
mfe,-18.299999237060547,-11.600000381469727,-6.69999885559082
mfe,-42.79999923706055,-33.400001525878906,-9.39999771118164
mfe,-42.79999923706055,-37.599998474121094,-5.200000762939453
mfe,-39.900001525878906,-33.400001525878906,-6.5
mfe,-39.900001525878906,-37.599998474121094,-2.3000030517578125
mfe,-47.400001525878906,-32.70000076293945,-14.700000762939453
mfe,-47.400001525878906,-33.400001525878906,-14.0
mfe,-47.400001525878906,-43.79999923706055,-3.6000022888183594
mfe,-47.400001525878906,-37.599998474121094,-9.800003051757812
mfe,-38.0,-32.70000076293945,-5.299999237060547
mfe,-38.0,-33.400001525878906,-4.599998474121094
mfe,-38.0,-37.599998474121094,-0.40000152587890625
mfe,-50.0,-32.70000076293945,-17.299999237060547
mfe,-50.0,-33.400001525878906,-16.599998474121094
mfe,-50.0,-43.79999923706055,-6.200000762939453
mfe,-50.0,-37.599998474121094,-12.400001525878906
mfe,-35.29999923706055,-32.70000076293945,-2.5999984741210938
mfe,-35.29999923706055,-33.400001525878906,-1.8999977111816406
mfe,-35.400001525878906,-35.20000076293945,-0.20000076293945312
mfe,-45.099998474121094,-42.599998474121094,-2.5
mfe,-45.099998474121094,-35.20000076293945,-9.89999771118164
mfe,-45.099998474121094,-36.099998474121094,-9.0
mfe,-42.599998474121094,-35.20000076293945,-7.399997711181641
mfe,-36.0,-35.20000076293945,-0.7999992370605469
mfe,-43.70000076293945,-42.599998474121094,-1.1000022888183594
mfe,-43.70000076293945,-35.20000076293945,-8.5
mfe,-43.70000076293945,-36.099998474121094,-7.600002288818359
mfe,-46.900001525878906,-35.20000076293945,-11.700000762939453
mfe,-36.099998474121094,-35.20000076293945,-0.8999977111816406
mfe,-40.900001525878906,-35.20000076293945,-5.700000762939453
mfe,-40.900001525878906,-36.099998474121094,-4.8000030517578125
mfe,-42.0,-35.20000076293945,-6.799999237060547
mfe,-42.0,-36.099998474121094,-5.900001525878906
mfe,-37.5,-29.399999618530273,-8.100000381469727
mfe,-37.5,-29.899999618530273,-7.600000381469727
mfe,-37.5,-31.299999237060547,-6.200000762939453
mfe,-37.5,-36.29999923706055,-1.2000007629394531
mfe,-31.299999237060547,-29.899999618530273,-1.3999996185302734
mfe,-36.29999923706055,-29.899999618530273,-6.399999618530273
mfe,-4.5,-3.299999952316284,-1.2000000476837158
mfe,-46.20000076293945,-37.5,-8.700000762939453
mfe,-46.20000076293945,-26.899999618530273,-19.30000114440918
mfe,-46.20000076293945,-30.299999237060547,-15.900001525878906
mfe,-46.20000076293945,-36.79999923706055,-9.400001525878906
mfe,-46.20000076293945,-39.0,-7.200000762939453
mfe,-46.20000076293945,-41.20000076293945,-5.0
mfe,-46.20000076293945,-41.79999923706055,-4.400001525878906
mfe,-39.599998474121094,-37.5,-2.0999984741210938
mfe,-39.599998474121094,-26.899999618530273,-12.69999885559082
mfe,-39.599998474121094,-30.299999237060547,-9.299999237060547
mfe,-39.599998474121094,-36.79999923706055,-2.799999237060547
mfe,-39.599998474121094,-39.0,-0.5999984741210938
mfe,-24.899999618530273,-19.600000381469727,-5.299999237060547
mfe,-24.899999618530273,-19.700000762939453,-5.19999885559082
mfe,-26.399999618530273,-19.600000381469727,-6.799999237060547
mfe,-26.399999618530273,-25.299999237060547,-1.1000003814697266
mfe,-26.399999618530273,-19.700000762939453,-6.69999885559082
mfe,-30.799999237060547,-25.600000381469727,-5.19999885559082
mfe,-30.799999237060547,-23.200000762939453,-7.599998474121094
mfe,-30.799999237060547,-27.0,-3.799999237060547
mfe,-30.799999237060547,-23.5,-7.299999237060547
mfe,-30.799999237060547,-28.100000381469727,-2.6999988555908203
mfe,-30.799999237060547,-23.600000381469727,-7.19999885559082
mfe,-30.799999237060547,-22.899999618530273,-7.899999618530273
mfe,-27.299999237060547,-26.5,-0.7999992370605469
mfe,-53.599998474121094,-36.20000076293945,-17.39999771118164
mfe,-53.599998474121094,-29.399999618530273,-24.19999885559082
mfe,-53.599998474121094,-34.099998474121094,-19.5
mfe,-43.29999923706055,-36.400001525878906,-6.899997711181641
mfe,-43.29999923706055,-42.0,-1.2999992370605469
mfe,-43.29999923706055,-36.20000076293945,-7.099998474121094
mfe,-43.29999923706055,-29.399999618530273,-13.899999618530273
mfe,-43.29999923706055,-34.099998474121094,-9.200000762939453
mfe,-39.29999923706055,-36.400001525878906,-2.8999977111816406
mfe,-39.29999923706055,-36.20000076293945,-3.0999984741210938
mfe,-39.29999923706055,-29.399999618530273,-9.899999618530273
mfe,-39.29999923706055,-34.099998474121094,-5.200000762939453
mfe,-36.400001525878906,-36.20000076293945,-0.20000076293945312
mfe,-36.400001525878906,-29.399999618530273,-7.000001907348633
mfe,-42.0,-36.400001525878906,-5.599998474121094
